signature_id	same_species_rows	needs_translation_rows	unmapped_rows	translated_rows_pre_collapse	output_gene_rows	split_source_rows	split_added_rows	max_split_size	collapse_output_rows	collapse_removed_rows	max_collapse_size	source_gene_rows_in
IMMUNE.Becht16.Tcells	0	16	2	16	16	1	2	3	0	0	1	16
IMMUNE.Chu23.CD4.Tn	0	10	0	10	10	0	0	1	0	0	1	10
IMMUNE.Chu23.CD4.c0.Tcm	0	13	0	17	17	1	4	5	0	0	1	13
IMMUNE.Chu23.CD4.c1.Treg	0	23	0	24	24	1	1	2	0	0	1	23
IMMUNE.Chu23.CD4.c3.Tfh	0	21	1	20	20	0	0	1	0	0	1	21
IMMUNE.Chu23.CD4/CD8.c4.Tstr	0	22	1	22	22	1	1	2	0	0	1	22
IMMUNE.Chu23.CD8.Teff	0	24	2	26	26	1	4	5	0	0	1	24
IMMUNE.Chu23.CD8.Tn	0	10	0	10	10	0	0	1	0	0	1	10
IMMUNE.Chu23.CD8.c5.Tisg	0	24	2	36	34	6	14	8	2	2	2	24
IMMUNE.Mulder21.DC2.DC3.cluster14	0	117	4	127	123	8	14	7	4	4	2	117
IMMUNE.Mulder21.Macro.cluster11	0	23	0	27	22	3	4	3	2	5	5	23
IMMUNE.Mulder21.Macro.cluster13	0	96	2	99	98	4	5	3	1	1	2	96
IMMUNE.Mulder21.Macro.cluster16	0	52	2	56	52	5	6	3	4	4	2	52
IMMUNE.Mulder21.Macro.cluster17	0	110	1	124	124	10	15	5	0	0	1	110
IMMUNE.Mulder21.Macro.cluster2	0	168	4	176	172	9	12	3	4	4	2	168
IMMUNE.Mulder21.Macro.cluster3	0	65	0	67	67	2	2	2	0	0	1	65
IMMUNE.Mulder21.Macro.cluster6	0	90	6	133	104	13	49	15	19	29	3	90
IMMUNE.Mulder21.Macro.cluster7	0	38	3	39	37	4	4	2	2	2	2	38
IMMUNE.Mulder21.Mono.CD16neg.cluster12	0	58	2	60	60	2	4	4	0	0	1	58
IMMUNE.Mulder21.Mono.CD16neg.cluster15	0	111	2	127	124	7	18	8	3	3	2	111
IMMUNE.Mulder21.Mono.CD16neg.cluster4	0	97	8	123	120	17	34	8	3	3	2	97
IMMUNE.Mulder21.Mono.CD16neg.cluster8	0	236	5	267	267	18	36	11	0	0	1	236
IMMUNE.Mulder21.Mono.CD16pos.cluster1	0	447	12	495	482	21	60	15	12	13	3	447
IMMUNE.Mulder21.Mono.CD16pos.cluster5	0	33	1	40	39	2	8	5	1	1	2	33
IMMUNE.Mulder21.Prolif.cluster10	0	204	6	208	207	8	10	3	1	1	2	204
IMMUNE.Mulder21.T.cell.doublets.cluster9	0	115	7	132	127	6	24	7	5	5	2	115
IMMUNE.Rodrigues18.GeneralImmu	0	761	29	986	821	76	254	15	74	165	5	761
IMMUNE.Rodrigues18.ICKrelated	0	32	0	36	36	1	4	5	0	0	1	32
IMMUNE.Wu24.ARG1+	0	99	13	102	95	6	16	5	7	7	2	99
IMMUNE.Wu24.CXCL8+IL1B+	0	99	4	100	100	3	5	4	0	0	1	99
IMMUNE.Wu24.CXCR2+	0	99	11	92	92	1	4	5	0	0	1	99
IMMUNE.Wu24.HLA-DR+CD74+	0	99	7	109	108	6	17	10	1	1	2	99
IMMUNE.Wu24.IFIT1+ISG15+	0	99	10	129	125	18	40	8	4	4	2	99
IMMUNE.Wu24.MMP9+	0	99	5	100	100	5	6	3	0	0	1	99
IMMUNE.Wu24.NFKBIZ+HIF1A+	0	99	18	92	92	3	11	9	0	0	1	99
IMMUNE.Wu24.S100A12+	0	99	6	117	117	10	24	11	0	0	1	99
IMMUNE.Wu24.TXNIP+	0	99	10	146	109	11	57	15	17	37	4	99
IMMUNE.Wu24.VEGFA+SPP1+	0	99	9	96	94	3	6	4	2	2	2	99
ORGANOID.Xu25.atlas.organoidVec.BEST4+.epithelial	0	50	3	64	64	4	17	15	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.Interstitial.cells.of.Cajal.(ICC)	0	50	0	54	53	1	4	5	1	1	2	50
ORGANOID.Xu25.atlas.organoidVec.Microfold.cells	0	50	0	74	74	6	24	15	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.acinar.cells	0	50	5	57	57	4	12	10	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.airway.secretory.cells	0	50	0	51	51	1	1	2	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.alpha.cells	0	50	2	49	49	1	1	2	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.alveolar.type.1.(AT1).cells	0	50	12	40	40	2	2	2	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.alveolar.type.2.(AT2).cells	0	50	2	49	48	1	1	2	1	1	2	50
ORGANOID.Xu25.atlas.organoidVec.basal.cells	0	50	1	69	68	5	20	11	1	1	2	50
ORGANOID.Xu25.atlas.organoidVec.beta.cells	0	50	2	49	49	1	1	2	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.biliary.cells	0	50	1	74	74	6	25	11	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.cardiovascular.cells	0	50	0	61	60	4	11	6	1	1	2	50
ORGANOID.Xu25.atlas.organoidVec.chief.cells	0	50	2	88	78	7	40	15	10	10	2	50
ORGANOID.Xu25.atlas.organoidVec.ciliated.cells	0	50	0	56	56	4	6	3	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.club.cells	0	50	1	66	66	5	17	11	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.colonocytes	0	50	2	50	49	2	2	2	1	1	2	50
ORGANOID.Xu25.atlas.organoidVec.cycling.stromal.cells	0	50	0	52	52	1	2	3	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.delta.cells	0	50	1	50	50	1	1	2	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.ductal.cells	0	50	0	58	56	5	8	5	2	2	2	50
ORGANOID.Xu25.atlas.organoidVec.enterocytes	0	50	1	70	70	5	21	8	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.enteroendocrine.cells	0	50	1	50	50	1	1	2	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.epsilon.cells	0	50	2	51	49	3	3	2	2	2	2	50
ORGANOID.Xu25.atlas.organoidVec.goblet.cells	0	50	1	58	57	2	9	8	1	1	2	50
ORGANOID.Xu25.atlas.organoidVec.hepatocytes	0	50	0	65	62	8	15	5	3	3	2	50
ORGANOID.Xu25.atlas.organoidVec.immune	0	50	0	54	54	2	4	4	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.kupffer.cells	0	50	2	82	62	5	34	15	10	20	3	50
ORGANOID.Xu25.atlas.organoidVec.luminal.cells	0	50	4	59	59	2	13	11	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.lymphatic.endothelium	0	50	1	49	49	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.mesoderm.1.(HAND1)	0	50	1	53	53	2	4	3	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.mesoderm.2.(ZEB2)	0	50	0	50	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.mesothelial.cells	0	50	0	50	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.neck.cells	0	50	1	86	76	6	37	15	10	10	2	50
ORGANOID.Xu25.atlas.organoidVec.neuroendocrine.cells	0	50	2	58	57	4	10	8	1	1	2	50
ORGANOID.Xu25.atlas.organoidVec.neuron	0	50	2	50	50	1	2	3	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.pancreatic.cells	0	50	0	53	51	3	3	2	2	2	2	50
ORGANOID.Xu25.atlas.organoidVec.paneth.cells	0	50	0	102	100	7	52	27	2	2	2	50
ORGANOID.Xu25.atlas.organoidVec.pericytes	0	50	0	50	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.pit.cells	0	50	1	51	51	1	2	3	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.quiescent.cells	0	50	5	58	58	2	13	11	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.schwann.cell	0	50	1	56	56	4	7	3	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.smooth.muscle.cells.(SMC)	0	50	0	50	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.stellate.cells	0	50	0	56	55	2	6	5	1	1	2	50
ORGANOID.Xu25.atlas.organoidVec.stem.cells	0	50	0	61	61	6	11	5	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.stromal.1.(ADAMDEC1)	0	50	1	49	49	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.stromal.2.(NPY)	0	50	0	54	53	1	4	5	1	1	2	50
ORGANOID.Xu25.atlas.organoidVec.stromal.3.(C7)	0	50	0	50	50	0	0	1	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.thyrocytes	0	50	2	52	52	4	4	2	0	0	1	50
ORGANOID.Xu25.atlas.organoidVec.tuft.cells	0	50	1	52	52	1	3	4	0	0	1	50
PANCREAS.Fernandez24.Acinar.S	100	0	0	0	100	0	0	1	0	0	1	100
PANCREAS.Fernandez24.Acinar.i	100	0	0	0	100	0	0	1	0	0	1	100
PANCREAS.Fernandez24.Aft3.population	100	0	0	0	100	0	0	1	0	0	1	100
PANCREAS.Fernandez24.Apo.Tesc.population	100	0	0	0	100	0	0	1	0	0	1	100
PANCREAS.Fernandez24.ApoE.C.population	100	0	0	0	100	0	0	1	0	0	1	100
PANCREAS.Fernandez24.B.big	100	0	0	0	100	0	0	1	0	0	1	100
PANCREAS.Fernandez24.B.big.v2	100	0	0	0	100	0	0	1	0	0	1	100
PANCREAS.Fernandez24.Ciliated	100	0	0	0	100	0	0	1	0	0	1	100
PANCREAS.Fernandez24.Cxcl1.2.population	100	0	0	0	100	0	0	1	0	0	1	100
PANCREAS.Fernandez24.EMT.population	100	0	0	0	100	0	0	1	0	0	1	100
PANCREAS.Fernandez24.IFN.responsive	100	0	0	0	100	0	0	1	0	0	1	100
PANCREAS.Fernandez24.LCN2.population	100	0	0	0	100	0	0	1	0	0	1	100
PANCREAS.Fernandez24.M.medium	100	0	0	0	100	0	0	1	0	0	1	100
PANCREAS.Fernandez24.M.medium.v2	100	0	0	0	100	0	0	1	0	0	1	100
PANCREAS.Fernandez24.Obp2b.population	100	0	0	0	100	0	0	1	0	0	1	100
PANCREAS.Fernandez24.Prolif	100	0	0	0	100	0	0	1	0	0	1	100
PANCREAS.Fernandez24.S.small	100	0	0	0	100	0	0	1	0	0	1	100
PANCREAS.Fernandez24.S.small.v2	100	0	0	0	100	0	0	1	0	0	1	100
PANCREAS.Fernandez24.Tesc.population	100	0	0	0	100	0	0	1	0	0	1	100
PANCREAS.Fernandez24.Wfdc18.1.population	100	0	0	0	100	0	0	1	0	0	1	100
PANCREAS.Fernandez24.Wfdc18.2.population	100	0	0	0	100	0	0	1	0	0	1	100
PANCREAS.Fernandez24.Wnt.responsive	100	0	0	0	100	0	0	1	0	0	1	100
PANCREAS.Fernandez24.Yap.responsive	100	0	0	0	100	0	0	1	0	0	1	100
PANCREAS.Schlesinger20.Acinar.cells	170	0	0	0	170	0	0	1	0	0	1	170
PANCREAS.Schlesinger20.Adj.tumoral.cells.c17	700	0	0	0	700	0	0	1	0	0	1	700
PANCREAS.Schlesinger20.Chief.like.cells.c11	313	0	0	0	313	0	0	1	0	0	1	313
PANCREAS.Schlesinger20.Duct.cells	2069	0	0	0	2069	0	0	1	0	0	1	2069
PANCREAS.Schlesinger20.Duct.like.tumoral.cells.c0	255	0	0	0	255	0	0	1	0	0	1	255
PANCREAS.Schlesinger20.Duct.like.tumoral.cells.c1	434	0	0	0	434	0	0	1	0	0	1	434
PANCREAS.Schlesinger20.Nine.month.c19	675	0	0	0	675	0	0	1	0	0	1	675
PANCREAS.Schlesinger20.Prolif.c14	623	0	0	0	623	0	0	1	0	0	1	623
PANCREAS.Schlesinger20.Senescent.tumor.cells.c18	726	0	0	0	726	0	0	1	0	0	1	726
PANCREAS.Schlesinger20.Stomac.chief.cells.c21	530	0	0	0	530	0	0	1	0	0	1	530
PANCREAS.Schlesinger20.Stomac.pit.cells.c22	593	0	0	0	593	0	0	1	0	0	1	593
PANCREAS.Schlesinger20.Stomach.cells.c23	454	0	0	0	454	0	0	1	0	0	1	454
PANCREAS.Schlesinger20.Tuft.cells.c25	433	0	0	0	433	0	0	1	0	0	1	433
PANCREAS.Schlesinger20.Tumoral.cells.c10	736	0	0	0	736	0	0	1	0	0	1	736
PAN_CANCER.Gavish23.MP1.Cell.Cycle.G2.M	0	50	1	50	50	1	1	2	0	0	1	50
PAN_CANCER.Gavish23.MP10.Protein.maturation	0	50	1	81	71	4	32	15	10	10	2	50
PAN_CANCER.Gavish23.MP11.Translation.initiation	0	50	8	45	45	3	3	2	0	0	1	50
PAN_CANCER.Gavish23.MP12.EMT.I	0	50	2	50	50	2	2	2	0	0	1	50
PAN_CANCER.Gavish23.MP13.EMT.II	0	50	3	47	47	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP14.EMT.III	0	50	2	52	52	3	4	3	0	0	1	50
PAN_CANCER.Gavish23.MP15.EMT.IV	0	50	3	52	52	5	5	2	0	0	1	50
PAN_CANCER.Gavish23.MP16.MES.glioma.	0	50	3	47	47	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP17.Interferon.MHC.II.I.	0	50	5	132	77	19	87	15	20	55	5	50
PAN_CANCER.Gavish23.MP18.Interferon.MHC.II.II.	0	50	4	56	52	7	10	5	4	4	2	50
PAN_CANCER.Gavish23.MP19.Epithelial.Senescence	0	50	3	69	57	10	22	4	12	12	2	50
PAN_CANCER.Gavish23.MP2.Cell.Cycle.G1.S	0	50	2	48	48	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP20.MYC	0	50	3	51	51	3	4	3	0	0	1	50
PAN_CANCER.Gavish23.MP21.Respiration	0	50	9	44	44	2	3	3	0	0	1	50
PAN_CANCER.Gavish23.MP22.Secreted.I	0	50	3	52	49	3	5	3	3	3	2	50
PAN_CANCER.Gavish23.MP23.Secreted.II	0	50	1	71	65	8	22	9	6	6	2	50
PAN_CANCER.Gavish23.MP24.Cilia	0	50	13	48	48	2	11	8	0	0	1	50
PAN_CANCER.Gavish23.MP25.Astrocytes	0	50	3	52	51	2	5	5	1	1	2	50
PAN_CANCER.Gavish23.MP26.NPC.Glioma	0	50	3	48	48	1	1	2	0	0	1	50
PAN_CANCER.Gavish23.MP27.Oligo.Progenitor	0	50	3	48	48	1	1	2	0	0	1	50
PAN_CANCER.Gavish23.MP28.Oligo.normal	0	50	4	49	49	1	3	4	0	0	1	50
PAN_CANCER.Gavish23.MP29.NPC.OPC	0	50	0	51	51	1	1	2	0	0	1	50
PAN_CANCER.Gavish23.MP3.Cell.Cylce.HMG.rich	0	50	7	47	47	3	4	3	0	0	1	50
PAN_CANCER.Gavish23.MP30.PDAC.classical	0	50	3	57	54	4	10	7	1	3	4	50
PAN_CANCER.Gavish23.MP31.Alveolar	0	50	3	56	55	4	9	5	1	1	2	50
PAN_CANCER.Gavish23.MP32.Skin.pigmentation	0	50	2	51	51	1	3	4	0	0	1	50
PAN_CANCER.Gavish23.MP33.RBCs	0	50	1	63	54	8	14	5	9	9	2	50
PAN_CANCER.Gavish23.MP34.Platelet.activation	0	50	6	48	48	1	4	5	0	0	1	50
PAN_CANCER.Gavish23.MP35.Hemato.related.I	0	50	5	57	57	3	12	9	0	0	1	50
PAN_CANCER.Gavish23.MP36.IG	0	50	11	103	76	11	64	20	10	27	5	50
PAN_CANCER.Gavish23.MP37.Hemato.related.II	0	50	3	53	53	3	6	5	0	0	1	50
PAN_CANCER.Gavish23.MP38.Glutathione	0	50	6	70	64	6	26	9	6	6	2	50
PAN_CANCER.Gavish23.MP39.Metal.response	0	50	2	52	47	4	4	2	2	5	5	50
PAN_CANCER.Gavish23.MP4.Chromatin	0	50	7	43	43	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP40.PDAC.related	0	50	3	60	58	4	13	11	1	2	3	50
PAN_CANCER.Gavish23.MP41.Unassigned	0	50	10	40	40	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP5.Stress	0	50	2	50	50	1	2	3	0	0	1	50
PAN_CANCER.Gavish23.MP6.Hypoxia	0	50	3	50	49	3	3	2	1	1	2	50
PAN_CANCER.Gavish23.MP7.Stress.in.vitro.	0	50	7	43	43	0	0	1	0	0	1	50
PAN_CANCER.Gavish23.MP8.Proteasomal.degradation	0	50	0	53	53	2	3	3	0	0	1	50
PAN_CANCER.Gavish23.MP9.Unfolded.protein.response	0	50	2	48	47	0	0	1	1	1	2	50
PDAC.Bailey16.ADEX	0	151	20	191	161	16	60	15	22	30	3	151
PDAC.Bailey16.Immunogenic	0	218	23	751	285	70	556	52	130	466	12	218
PDAC.Bailey16.Progenitor	0	62	18	59	49	5	15	6	5	10	3	62
PDAC.Bailey16.Squamous	0	755	147	674	646	27	66	9	18	28	4	755
PDAC.ChanSengYue20.BasallikeA	0	452	60	469	434	24	77	11	30	35	3	452
PDAC.ChanSengYue20.BasallikeB	0	207	37	183	182	8	13	4	1	1	2	207
PDAC.ChanSengYue20.ClassicalA	0	338	43	345	325	19	50	8	10	20	3	338
PDAC.ChanSengYue20.ClassicalB	0	201	28	207	207	8	34	15	0	0	1	201
PDAC.ChanSengYue20.Fibroblast	0	671	50	634	632	8	13	6	2	2	2	671
PDAC.ChanSengYue20.Hepatocyte	0	335	40	344	338	19	49	10	6	6	2	335
PDAC.ChanSengYue20.Immune.cell	0	441	40	745	561	67	344	52	90	184	9	441
PDAC.ChanSengYue20.Normal.pancreas	0	841	70	885	859	34	114	11	26	26	2	841
PDAC.ChanSengYue20.Sig11.Unknown	0	392	169	246	240	11	23	6	4	6	4	392
PDAC.ChanSengYue20.Sig12.Unknown	0	231	39	223	212	7	31	8	11	11	2	231
PDAC.ChanSengYue20.Sig7.Unknown	0	484	90	411	410	10	17	8	1	1	2	484
PDAC.ChanSengYue20.Sig9.Unknown	0	87	22	107	96	8	42	15	8	11	3	87
PDAC.Collisson11.Classical	0	22	1	22	21	1	1	2	1	1	2	22
PDAC.Collisson11.Exocrine	0	20	0	40	28	7	20	8	12	12	2	20
PDAC.Collisson11.QM	0	20	1	19	19	0	0	1	0	0	1	20
PDAC.GemPred20.Simple	0	2119	696	1485	1477	26	62	15	8	8	2	2119
PDAC.Grunwald21.DesertedStroma	0	468	25	462	462	10	19	8	0	0	1	468
PDAC.Grunwald21.ReactiveStroma	0	87	1	86	86	0	0	1	0	0	1	87
PDAC.Hwang22.Fibro.Adhesive	0	200	10	193	193	3	3	2	0	0	1	200
PDAC.Hwang22.Fibro.Immunomodulatory	0	200	6	218	218	7	24	8	0	0	1	200
PDAC.Hwang22.Fibro.Myofibroblastic	0	200	11	190	190	1	1	2	0	0	1	200
PDAC.Hwang22.Fibro.Neurotropic	0	200	12	192	192	4	4	2	0	0	1	200
PDAC.Hwang22.Malignlineage.Acinarlike	0	200	22	247	225	25	69	15	22	22	2	200
PDAC.Hwang22.Malignlineage.Basaloid	0	200	12	225	220	14	37	15	5	5	2	200
PDAC.Hwang22.Malignlineage.Classicallike	0	200	6	218	218	5	24	8	0	0	1	200
PDAC.Hwang22.Malignlineage.Mesenchymal	0	200	14	199	196	7	13	6	3	3	2	200
PDAC.Hwang22.Malignlineage.Neurallikeprogenitor	0	200	14	207	207	8	21	8	0	0	1	200
PDAC.Hwang22.Malignlineage.Neuroendocrinelike	0	200	26	180	180	2	6	6	0	0	1	200
PDAC.Hwang22.Malignlineage.Squamoid	0	200	18	201	193	3	19	11	8	8	2	200
PDAC.Hwang22.Malignstate.Adhesive	0	200	17	189	189	5	6	3	0	0	1	200
PDAC.Hwang22.Malignstate.CyclingG2M	0	200	12	190	189	2	2	2	1	1	2	200
PDAC.Hwang22.Malignstate.CyclingS	0	200	8	195	193	3	3	2	2	2	2	200
PDAC.Hwang22.Malignstate.Interferonsignaling	0	200	22	189	188	4	11	8	1	1	2	200
PDAC.Hwang22.Malignstate.MYCsignaling	0	200	5	198	198	3	3	2	0	0	1	200
PDAC.Hwang22.Malignstate.Ribosomal	0	200	9	225	224	20	34	6	1	1	2	200
PDAC.Hwang22.Malignstate.TNFNFkBsignaling	0	200	15	187	187	1	2	3	0	0	1	200
PDAC.Maurer18.StromaECM	0	222	9	213	213	0	0	1	0	0	1	222
PDAC.Maurer18.StromaImmune	0	251	24	254	254	12	27	10	0	0	1	251
PDAC.Moffitt15.ActivatedStroma	0	912	134	827	806	28	49	9	15	21	4	912
PDAC.Moffitt15.BasalLike	0	796	202	642	621	22	48	6	17	21	3	796
PDAC.Moffitt15.CellCycle	0	3330	867	2602	2567	57	139	14	27	35	3	3330
PDAC.Moffitt15.Classical	0	1012	212	938	925	38	138	27	10	13	4	1012
PDAC.Moffitt15.Endocrine	0	775	160	661	655	20	46	15	4	6	4	775
PDAC.Moffitt15.Exocrine	0	791	256	649	601	26	114	15	24	48	4	791
PDAC.Moffitt15.F10	0	2083	724	1490	1484	36	131	14	6	6	2	2083
PDAC.Moffitt15.F14	0	3468	1165	3068	2752	193	765	28	171	316	7	3468
PDAC.Moffitt15.F2	0	1959	516	1658	1636	47	215	75	22	22	2	1959
PDAC.Moffitt15.Immune	0	1101	271	1039	961	53	209	25	41	78	5	1101
PDAC.Moffitt15.Liver	0	814	132	880	793	56	198	11	49	87	9	814
PDAC.Moffitt15.Lung	0	598	172	505	483	24	79	15	19	22	3	598
PDAC.Moffitt15.Muscle	0	1043	238	833	832	13	28	17	1	1	2	1043
PDAC.Moffitt15.NormalStroma	0	1067	206	892	887	12	31	11	5	5	2	1067
PDAC.Nicolle17.basal	0	1002	120	947	938	17	65	16	9	9	2	1002
PDAC.Nicolle17.classical	0	776	94	761	740	29	79	10	18	21	3	776
PDAC.PAMG20.ICGCarray	0	18953	8263	12118	11357	426	1428	28	420	761	8	18953
PDAC.PAMG20.ICGCrnaseq	0	9040	2954	7449	6524	337	1363	52	388	925	12	9040
PDAC.PAMG20.PDX	0	20162	12384	9253	8426	420	1475	75	464	827	11	20162
PDAC.PAMG20.Puleo	0	12635	1764	12479	11342	473	1608	28	569	1137	20	12635
PDAC.Puleo18.Basal	0	834	110	804	766	34	80	14	22	38	5	834
PDAC.Puleo18.Classic	0	905	102	882	857	32	79	9	16	25	4	905
PDAC.Puleo18.Endocrine	0	775	104	732	707	20	61	13	25	25	2	775
PDAC.Puleo18.Exocrine	0	479	56	551	472	29	128	15	38	79	5	479
PDAC.Puleo18.ICA9	0	2306	400	1972	1929	37	66	9	32	43	5	2306
PDAC.Puleo18.Immune	0	1130	152	1305	1136	83	327	25	106	169	7	1130
PDAC.Puleo18.StromaActiv	0	883	82	838	828	17	37	10	10	10	2	883
PDAC.Puleo18.StromaActivInflam	0	1041	97	991	978	23	47	8	13	13	2	1041
PDAC.Puleo18.StromaInactive	0	1174	128	1164	1124	34	118	14	34	40	4	1174
PDAC.Puleo18.Tech	0	3243	660	3224	2762	173	641	28	202	462	20	3243
SINET.Patte25.epithelial	0	431	28	581	521	43	178	27	48	60	3	431
SINET.Patte25.immune	0	124	8	136	128	12	20	5	8	8	2	124
SINET.Patte25.mesenchymal	0	515	6	543	536	17	34	10	6	7	3	515
SINET.Patte25.vesicular	0	913	38	990	950	37	115	13	22	40	5	913
